Record_ID,Annee,Categorie,Infraction_Affaire_traitee,Infraction_normalisee,Saisine_Plaintes_directes,Saisine_FD,Saisine_ST,Saisine_Autres,Victimes_H,Victimes_F,Victimes_G,Victimes_F_fille,MiseEnCause_Neutralises,MiseEnCause_Interpelles,Resultats_En_cours,Resultats_Retraits,Resultats_DAT,Resultats_DEF,Total_saisines,Total_victimes,Total_resultats,Volume_activite,Taux_DEF_sur_saisines,Facteur_annualisation,Plaintes_directes_annualisees,Infraction_non_renseignee,Observations_Objets_saisis,Cluster,PCA_1,PCA_2,Score_anomalie,Anomalie_ML,Raisons_anomalie,Anomalie_regle,Est_anomalie,Niveau_anomalie
INF-7C642A62E52F,2025,IV. INFRACTIONS ÉCONOMIQUES,Stellionat,stellionat,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,1.0,1.0,1,False,,1,-2.278848462241025,0.0136780596239615,-0.249967,False,,False,False,Normale
INF-F32E24E0E495,2025,IV. INFRACTIONS ÉCONOMIQUES,Usurpation d’identité,usurpation d'identite,0,0,2,0,2,0,0,0,0,2,0,0,1,1,2,2,2,6,0.5,1.0,0,False,,1,-1.888199997076158,-0.0192506539337301,-0.24648,False,,False,False,Normale
INF-3DFE1D84345D,2025,V. LUTTE C/ LES STUPÉFIANTS ET SUBSTANCES PSYCHOTROPES,"Détention et consommation chanvre Indien, vente",detention et consommation chanvre indien vente,2,81,0,47,4,0,1,0,0,234,0,32,45,59,130,5,136,369,0.4538,1.0,2,False,,0,0.7352163295462781,-0.1418273251673188,-0.085823,False,,False,False,Normale
INF-5D37F7C370DB,2025,V. LUTTE C/ LES STUPÉFIANTS ET SUBSTANCES PSYCHOTROPES,Vente et injection d’héroïne,vente et injection d'heroine,0,14,0,3,0,0,0,0,0,28,0,0,3,25,17,0,28,45,1.4706,1.0,0,False,,1,-0.6726109837576034,-0.0184804132931489,-0.220754,False,,False,False,Normale
INF-1D9339484A71,2025,V. LUTTE C/ LES STUPÉFIANTS ET SUBSTANCES PSYCHOTROPES,Trafic,trafic,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,0.0,1.0,1,False,,1,-2.4434188741743306,-0.0031480903541623,-0.249233,False,,False,False,Normale
INF-F5BE2A96F018,2025,VI. ACCIDENTS DE LA CIRCULATION,Corporel,corporel,852,153,45,5,689,306,102,86,0,349,94,101,291,220,1055,1183,706,2587,0.2085,1.0,852,False,,0,3.6846820743352686,-0.7431876861117406,0.000211,True,,False,True,Faible
INF-1988E1703827,2025,VI. ACCIDENTS DE LA CIRCULATION,Matériel,materiel,262,70,16,0,160,50,0,0,0,178,13,49,105,100,348,210,267,736,0.2874,1.0,262,False,,0,2.3419054554753864,-0.4964760572328757,-0.128646,False,,False,False,Normale
INF-061B3B106C1A,2025,VI. ACCIDENTS DE LA CIRCULATION,Mortel,mortel,69,18,0,0,64,21,10,7,0,68,10,3,1,69,87,102,83,257,0.7931,1.0,69,False,,0,1.5706043985236788,-0.3998079532099459,-0.207046,False,,False,False,Normale
INF-835D61871924,2025,VI. ACCIDENTS DE LA CIRCULATION,Délit de fuite,delit de fuite,4,0,0,0,2,0,0,0,0,0,0,2,2,0,4,2,4,6,0.0,1.0,4,False,,1,-2.1673017027918577,-0.0549479012753577,-0.246419,False,,False,False,Normale
INF-38134F8447CB,2025,VI. ACCIDENTS DE LA CIRCULATION,Conduite en état d’ivresse,conduite en etat d'ivresse,12,5,0,0,4,0,0,0,0,0,2,11,0,0,17,4,13,21,0.0,1.0,12,False,,1,-1.5447313795947664,-0.2228302623614345,-0.237674,False,,False,False,Normale
INF-346B459EAF1A,2025,VII. AUTRES,Découverte cadavre,decouverte cadavre,215,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,215,0.0,1.0,215,False,,1,-1.6043345771820363,-0.196947336401747,-0.225473,False,,False,False,Normale
INF-821A617504EE,2025,VII. AUTRES,Découverte fœtus,decouverte f tus,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,0.0,1.0,27,False,,1,-2.033025726744587,-0.1046273470708068,-0.247661,False,,False,False,Normale
INF-1A98C8596B10,2025,VII. AUTRES,Manifestations de foules,manifestations de foules,171,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,171,0.0,1.0,171,False,,1,-1.6521296937932868,-0.186654507496545,-0.233784,False,,False,False,Normale
INF-67FF06D94ACB,2025,VII. AUTRES,Incendie,incendie,88,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,88,0.0,1.0,88,False,,1,-1.7903756180683068,-0.1568828122629499,-0.243504,False,,False,False,Normale
INF-BD4E46CD7F8F,2026-S1,I. C/ ÉTAT,Usurpation de fonction,usurpation de fonction,0,2,0,0,2,0,0,0,0,2,0,0,0,2,2,2,2,6,1.0,2.0,0,False,,1,-1.7919324773669412,-0.0094079871650175,-0.247181,False,,False,False,Normale
INF-84A3E5D4CDAB,2026-S1,I. C/ ÉTAT,Usurpation d’Identité,usurpation d'identite,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0.0,2.0,2,False,,1,-2.4434188741743306,-0.0031480903541623,-0.250138,False,,False,False,Normale
INF-7CA01A2BA64E,2026-S1,I. C/ ÉTAT,Trouble à l’Ordre Public,trouble a l'ordre public,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,3,0.0,2.0,2,False,,1,-2.3035316071056835,-0.0058052398866028,-0.249242,False,,False,False,Normale
INF-65E3FBCD4A45,2026-S1,I. C/ ÉTAT,Usurpation de titre,usurpation de titre,2,0,0,2,3,0,0,0,0,2,0,0,0,4,4,3,4,9,1.0,2.0,4,False,,1,-1.5039688642042706,-0.027466038296458,-0.241815,False,,False,False,Normale
INF-180976A545DC,2026-S1,II. CRIMINALITÉ ET ACTES DE BANDITISME,Vol avec violence avec arme à feu,vol avec violence avec arme a feu,4,5,0,2,10,3,0,0,9,22,0,0,0,20,11,13,20,55,1.8182,2.0,8,False,,2,0.1038982829883856,3.299180379185257,-0.191408,False,,False,False,Normale
INF-D812FCC39B85,2026-S1,II. CRIMINALITÉ ET ACTES DE BANDITISME,Vol avec violence avec arme blanche,vol avec violence avec arme blanche,55,14,0,6,49,23,0,1,7,63,10,0,3,59,75,73,72,218,0.7867,2.0,110,False,,2,1.7929125011010003,2.6564250521670463,-0.169768,False,,False,False,Normale
INF-AA558D4313F6,2026-S1,II. CRIMINALITÉ ET ACTES DE BANDITISME,Association des malfaiteurs,association des malfaiteurs,131,89,9,0,139,78,0,0,0,1233,0,273,764,269,229,217,1306,1679,1.1747,2.0,262,False,,0,2.288145813544864,-0.2292209077992809,0.082547,True,MiseEnCause_Interpelles: valeur extrêmement élevée; Resultats_DAT: valeur extrêmement élevée,True,True,Moyenne
INF-A48E642842C5,2026-S1,II. CRIMINALITÉ ET ACTES DE BANDITISME,Meurtre,meurtre,44,0,0,0,1,1,0,0,0,3,1,0,2,0,44,2,3,49,0.0,2.0,88,False,,1,-1.2699249320506532,-0.2206875072268258,-0.246101,False,,False,False,Normale
INF-8716759067B6,2026-S1,II. CRIMINALITÉ ET ACTES DE BANDITISME,VAMA,vama,2,0,0,0,1,0,0,0,2,0,2,0,0,0,2,1,2,5,0.0,2.0,4,False,,1,-1.913002141493375,1.490143379337327,-0.239032,False,,False,False,Normale
INF-234E6007EBA8,2026-S1,III. INFRACTIONS COURANTES,Vol avec effraction,vol avec effraction,637,104,58,55,383,432,0,0,0,210,44,17,73,110,854,815,244,1879,0.1288,2.0,1274,False,,0,3.1289846798759786,-0.6729709012057792,-0.023455,False,,False,False,Normale
INF-8F5B3C641D45,2026-S1,III. INFRACTIONS COURANTES,Vol à la tire,vol a la tire,306,115,7,0,170,197,27,34,0,408,5,81,165,158,428,428,409,1264,0.3692,2.0,612,False,,0,2.615083669324288,-0.4414103966570363,-0.075324,False,,False,False,Normale
INF-69C1758F25A2,2026-S1,III. INFRACTIONS COURANTES,Vol à l’esbroufe,vol a l'esbroufe,62,35,0,0,59,37,0,0,0,77,2,5,0,67,97,96,74,270,0.6907,2.0,124,False,,0,1.3051578363356746,-0.2897017699977896,-0.199516,False,,False,False,Normale
INF-3B8690F56307,2026-S1,III. INFRACTIONS COURANTES,Tentative de Vol,tentative de vol,8,0,0,0,8,0,0,0,0,6,2,0,0,5,8,8,7,22,0.625,2.0,16,False,,1,-0.7504891786582665,-0.170543774447752,-0.247854,False,,False,False,Normale
INF-B4786968DF6E,2026-S1,III. INFRACTIONS COURANTES,Vol simple,vol simple,2779,583,187,116,1932,1552,163,158,2,1000,272,472,236,360,3665,3805,1340,8472,0.0982,2.0,5558,False,,0,4.951527180307144,0.6939259127748811,0.188386,True,Saisine_FD: valeur extrêmement élevée; Saisine_Autres: valeur extrêmement élevée; Total_victimes: valeur extrêmement élevée,True,True,Élevée
INF-ECE50A1B70AC,2026-S1,III. INFRACTIONS COURANTES,Vol moto,vol moto,156,33,0,0,165,24,0,0,0,64,4,19,14,26,189,189,63,442,0.1376,2.0,312,False,,0,1.442403551487771,-0.403636235569479,-0.199575,False,,False,False,Normale
INF-F95D93281CA8,2026-S1,III. INFRACTIONS COURANTES,VVF,vvf,109,56,7,0,93,76,0,0,0,51,5,29,20,13,172,169,67,392,0.0756,2.0,218,False,,0,1.2399460177683166,-0.4277188641567153,-0.183384,False,,False,False,Normale
INF-7FD55CF8801E,2026-S1,III. INFRACTIONS COURANTES,Destruction de bien d’autrui,destruction de bien d'autrui,88,46,4,0,97,42,8,1,0,34,10,10,18,12,138,148,50,320,0.087,2.0,176,False,,0,1.2061833220019011,-0.468196825812265,-0.198188,False,,False,False,Normale
INF-4577F40E1B5A,2026-S1,III. INFRACTIONS COURANTES,Violation de domicile,violation de domicile,38,30,0,0,20,48,0,0,0,96,2,19,49,21,68,68,91,232,0.3088,2.0,76,False,,0,0.9371670605982554,-0.2933440603705552,-0.196699,False,,False,False,Normale
INF-F0B5BBFC24EF,2026-S1,III. INFRACTIONS COURANTES,Outrage et diffamation publique,outrage et diffamation publique,62,42,0,0,67,36,1,0,0,61,2,6,23,31,104,104,62,269,0.2981,2.0,124,False,,0,1.1107283960261796,-0.3122689297038585,-0.202762,False,,False,False,Normale
INF-BB85BCE6CE70,2026-S1,III. INFRACTIONS COURANTES,Menace,menace,197,0,21,0,105,106,1,0,0,106,76,23,50,55,218,212,204,536,0.2523,2.0,394,False,,0,2.3872701723479115,-0.6383739898063562,-0.169293,False,,False,False,Normale
INF-C53C356D7B05,2026-S1,III. INFRACTIONS COURANTES,CBV,cbv,311,31,7,0,182,146,0,0,1,183,82,75,49,84,349,328,290,861,0.2407,2.0,622,False,,0,2.925407358283616,0.3455875786804094,-0.136783,False,,False,False,Normale
INF-FC43832A00EF,2026-S1,III. INFRACTIONS COURANTES,Non-exécution DJ,non-execution dj,2,0,2,0,3,3,0,0,0,12,1,0,0,2,4,6,3,22,0.5,2.0,4,False,,1,-1.057021830881448,-0.1209749757285645,-0.246888,False,,False,False,Normale
INF-15C37F8A0866,2026-S1,III. INFRACTIONS COURANTES,VAR,var,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,0.0,2.0,2,False,,1,-2.286852692631283,-0.064287830632178,-0.250067,False,,False,False,Normale
INF-70A0C0A27DCE,2026-S1,III. INFRACTIONS COURANTES,VPE,vpe,18,1,0,0,11,7,0,0,0,6,8,2,0,7,19,18,17,43,0.3684,2.0,36,False,,1,-0.1119537438604404,-0.3157040310749521,-0.241455,False,,False,False,Normale
INF-5006BD18FC75,2026-S1,III. INFRACTIONS COURANTES,VBG,vbg,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,0.0,2.0,2,False,,1,-2.286852692631283,-0.064287830632178,-0.250067,False,,False,False,Normale
INF-85778478517F,2026-S1,III. INFRACTIONS COURANTES,FD de VOL,fd de vol,3,0,0,0,2,1,0,0,0,2,1,0,0,2,3,3,3,8,0.6667,2.0,6,False,,1,-1.5155068558469298,-0.0909229272286634,-0.249095,False,,False,False,Normale
INF-E1F1C0648BAB,2026-S1,III. INFRACTIONS COURANTES,IVPM,ivpm,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,0.0,2.0,2,False,,1,-2.286852692631283,-0.064287830632178,-0.250067,False,,False,False,Normale
INF-98424A795A28,2026-S1,III. INFRACTIONS COURANTES,AUTRES,autres,62,1,0,0,40,34,0,0,0,29,5,2,2,15,63,74,24,166,0.2381,2.0,124,False,,0,0.782752581972831,-0.356454333908422,-0.232042,False,,False,False,Normale
INF-8D1C504D6D4F,2026-S1,IV. INFRACTIONS ÉCONOMIQUES,Escroquerie,escroquerie,258,36,28,10,166,187,0,0,0,185,83,42,59,81,332,353,265,870,0.244,2.0,516,False,,0,2.802050799863886,-0.6708718029452955,-0.128413,False,,False,False,Normale
INF-0C10B15705D8,2026-S1,IV. INFRACTIONS ÉCONOMIQUES,ABC,abc,444,59,44,5,262,275,0,2,0,322,97,83,67,146,552,539,393,1413,0.2645,2.0,888,False,,0,3.2805989203525194,-0.7061607991090848,-0.094048,False,,False,False,Normale
INF-5E46EE891DAD,2026-S1,IV. INFRACTIONS ÉCONOMIQUES,Extorsion de fonds,extorsion de fonds,0,0,1,0,0,2,0,0,0,2,0,0,1,0,1,2,1,5,0.0,2.0,0,False,,1,-2.1378477542363408,-0.0177551296443425,-0.247822,False,,False,False,Normale
INF-3C121BC9A828,2026-S1,IV. INFRACTIONS ÉCONOMIQUES,Emission de chèque sans provision,emission de cheque sans provision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0,False,,1,-2.7322107066839907,0.0459443406214324,-0.249554,False,Ligne sans activité numérique,True,True,Faible
INF-88E97DEB2C99,2026-S1,IV. INFRACTIONS ÉCONOMIQUES,Destruction de bien d’autrui,destruction de bien d'autrui,20,0,0,0,13,7,0,0,0,5,3,1,3,5,20,20,12,45,0.25,2.0,40,False,,1,-0.3636012628328642,-0.255338345010475,-0.24351,False,,False,False,Normale
INF-409D47D80C5D,2026-S1,IV. INFRACTIONS ÉCONOMIQUES,Abattage d’arbre illicite,abattage d'arbre illicite,2,0,0,0,2,0,0,0,0,1,0,0,1,0,2,2,1,5,0.0,2.0,4,False,,1,-2.134599214572987,-0.0345224710765675,-0.248651,False,,False,False,Normale
INF-61BEDD2F69B5,2026-S1,IV. INFRACTIONS ÉCONOMIQUES,Faux et usage de faux,faux et usage de faux,2,0,1,0,0,3,0,0,0,0,3,0,0,0,3,3,3,6,0.0,2.0,4,False,,1,-1.841494678578576,-0.1745200018857886,-0.247398,False,,False,False,Normale
INF-87DB9005BBDB,2026-S1,IV. INFRACTIONS ÉCONOMIQUES,Stellionat,stellionat,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,0.0,2.0,2,False,,1,-2.286852692631283,-0.064287830632178,-0.250067,False,,False,False,Normale
INF-606CC8CFB77E,2026-S1,IV. INFRACTIONS ÉCONOMIQUES,Usurpation d’identité,usurpation d'identite,2,0,2,0,3,1,0,0,0,3,2,0,0,1,4,4,3,11,0.25,2.0,4,False,,1,-1.3691603645083743,-0.1534370988383627,-0.247513,False,,False,False,Normale
INF-CC52230795F4,2026-S1,IV. INFRACTIONS ÉCONOMIQUES,Usurpation de qualité,usurpation de qualite,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,0.0,2.0,0,False,,1,-2.286852692631283,-0.064287830632178,-0.249418,False,,False,False,Normale
INF-5FCA04AD3E87,2026-S1,V. LUTTE C/ LES STUPÉFIANTS ET SUBSTANCES PSYCHOTROPES,Détention et consommation chanvre Indien,detention et consommation chanvre indien,10,76,0,0,6,1,0,0,0,159,2,92,34,27,86,7,155,252,0.314,2.0,20,False,,0,0.698453259340203,-0.2446401394880482,-0.152904,False,,False,False,Normale
INF-58A88BAE600C,2026-S1,V. LUTTE C/ LES STUPÉFIANTS ET SUBSTANCES PSYCHOTROPES,Vente,vente,2,1,0,0,3,0,0,0,0,3,0,0,0,1,3,3,1,9,0.3333,2.0,4,False,,1,-1.710282095594071,-0.0407286704165142,-0.247634,False,,False,False,Normale
INF-3DAE8FD8BF62,2026-S1,V. LUTTE C/ LES STUPÉFIANTS ET SUBSTANCES PSYCHOTROPES,Injection et détention d’héroïne,injection et detention d'heroine,0,19,0,0,0,0,0,0,0,30,0,0,12,21,19,0,33,49,1.1053,2.0,0,False,,1,-0.6767070548475349,-0.0275522156650167,-0.221328,False,,False,False,Normale
INF-5A550EF2237C,2026-S1,VI. ACCIDENTS DE LA CIRCULATION,Corporel,corporel,445,277,0,6,228,95,56,28,0,69,46,20,77,30,728,407,173,1204,0.0412,2.0,890,False,,0,2.43648315082508,-0.678565313052609,-0.051624,False,,False,False,Normale
INF-9DF02A95F703,2026-S1,VI. ACCIDENTS DE LA CIRCULATION,Matériel,materiel,131,110,0,0,106,20,0,0,0,130,10,8,35,93,241,126,146,497,0.3859,2.0,262,False,,0,2.025557861926546,-0.4461905160278466,-0.146861,False,,False,False,Normale
INF-AA1FDC12A9D8,2026-S1,VI. ACCIDENTS DE LA CIRCULATION,Mortel,mortel,43,25,0,0,38,12,10,5,0,52,6,2,0,51,68,65,59,185,0.75,2.0,86,False,,0,1.2016117988603725,-0.3437427320851655,-0.219374,False,,False,False,Normale
INF-C21D9BCC7892,2026-S1,VI. ACCIDENTS DE LA CIRCULATION,Délit de fuite,delit de fuite,13,2,0,0,11,0,0,0,0,0,6,3,0,3,15,11,12,26,0.2,2.0,26,False,,1,-0.8678618152963898,-0.2810382691111427,-0.243757,False,,False,False,Normale
INF-3E0049089B8C,2026-S1,VI. ACCIDENTS DE LA CIRCULATION,Conduite en état d’ivresse,conduite en etat d'ivresse,4,26,0,0,17,9,2,0,0,0,0,2,0,1,30,28,3,58,0.0333,2.0,8,False,,1,-1.150701439771327,-0.1787331764647394,-0.228329,False,,False,False,Normale
INF-2990A4320DB3,2026-S1,VII. AUTRES,Découverte cadavre,decouverte cadavre,120,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,120,0.0,2.0,240,False,,1,-1.725926516689801,-0.1707621292437736,-0.24075,False,,False,False,Normale
INF-F8B774198A24,2026-S1,VII. AUTRES,Découverte fœtus,decouverte f tus,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0.0,2.0,24,False,,1,-2.194016229254381,-0.0699575352744746,-0.249364,False,,False,False,Normale
INF-234CCCA60168,2026-S1,VII. AUTRES,Manifestations de foules,manifestations de foules,70,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,70,0.0,2.0,140,False,,1,-1.837787289628917,-0.1466725594571616,-0.244091,False,,False,False,Normale
INF-FC47006B15AE,2026-S1,VII. AUTRES,Incendie,incendie,45,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,45,0.0,2.0,90,False,,1,-1.9288600870491088,-0.1270597456756069,-0.247163,False,,False,False,Normale
INF-E275353AC161,2026-S1,VII. AUTRES,Détournement de mineur,detournement de mineur,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,1,2,0.0,2.0,0,False,,1,-2.3484383276290184,-0.0433622785178571,-0.249797,False,,False,False,Normale
